OFFICIAL_GENE_SYMBOL	Name	Species
FAM127B	family with sequence similarity 127 member B(FAM127B)	Homo sapiens
SORBS2	sorbin and SH3 domain containing 2(SORBS2)	Homo sapiens
CCND2	cyclin D2(CCND2)	Homo sapiens
DOC2A	double C2 domain alpha(DOC2A)	Homo sapiens
PNPLA2	patatin like phospholipase domain containing 2(PNPLA2)	Homo sapiens
CUL3	cullin 3(CUL3)	Homo sapiens
ANAPC4	anaphase promoting complex subunit 4(ANAPC4)	Homo sapiens
PNMA3	paraneoplastic Ma antigen 3(PNMA3)	Homo sapiens
RAB11FIP5	RAB11 family interacting protein 5(RAB11FIP5)	Homo sapiens
TPST2	tyrosylprotein sulfotransferase 2(TPST2)	Homo sapiens
GAS6-AS2	GAS6 antisense RNA 2 (head to head)(GAS6-AS2)	Homo sapiens
RANBP3	RAN binding protein 3(RANBP3)	Homo sapiens
PHF13	PHD finger protein 13(PHF13)	Homo sapiens
CHTOP	chromatin target of PRMT1(CHTOP)	Homo sapiens
MYZAP	myocardial zonula adherens protein(MYZAP)	Homo sapiens
CD248	CD248 molecule(CD248)	Homo sapiens
MYLPF	myosin light chain, phosphorylatable, fast skeletal muscle(MYLPF)	Homo sapiens
LINC00884	long intergenic non-protein coding RNA 884(LINC00884)	Homo sapiens
PSMC3IP	PSMC3 interacting protein(PSMC3IP)	Homo sapiens
LYRM4	LYR motif containing 4(LYRM4)	Homo sapiens
CAV2	caveolin 2(CAV2)	Homo sapiens
TRA2A	transformer 2 alpha homolog(TRA2A)	Homo sapiens
NDUFB6	NADH:ubiquinone oxidoreductase subunit B6(NDUFB6)	Homo sapiens
C4orf48	chromosome 4 open reading frame 48(C4orf48)	Homo sapiens
SNX15	sorting nexin 15(SNX15)	Homo sapiens
EEF2K	eukaryotic elongation factor 2 kinase(EEF2K)	Homo sapiens
HOOK2	hook microtubule tethering protein 2(HOOK2)	Homo sapiens
TUSC1	tumor suppressor candidate 1(TUSC1)	Homo sapiens
GALR3	galanin receptor 3(GALR3)	Homo sapiens
ABHD12	abhydrolase domain containing 12(ABHD12)	Homo sapiens
NDUFV2	NADH:ubiquinone oxidoreductase core subunit V2(NDUFV2)	Homo sapiens
PPFIBP2	PPFIA binding protein 2(PPFIBP2)	Homo sapiens
MIPEPP3	mitochondrial intermediate peptidase pseudogene 3(MIPEPP3)	Homo sapiens
LOC286359	uncharacterized LOC286359(LOC286359)	Homo sapiens
KRTAP10-6	keratin associated protein 10-6(KRTAP10-6)	Homo sapiens
CD40LG	CD40 ligand(CD40LG)	Homo sapiens
KRTAP10-7	keratin associated protein 10-7(KRTAP10-7)	Homo sapiens
CD38	CD38 molecule(CD38)	Homo sapiens
DANCR	differentiation antagonizing non-protein coding RNA(DANCR)	Homo sapiens
RPTN	repetin(RPTN)	Homo sapiens
SPEF1	sperm flagellar 1(SPEF1)	Homo sapiens
MIR1302-10	microRNA 1302-10(MIR1302-10)	Homo sapiens
HIST2H3A	histone cluster 2 H3 family member a(HIST2H3A)	Homo sapiens
NEDD9	neural precursor cell expressed, developmentally down-regulated 9(NEDD9)	Homo sapiens
MIR3188	microRNA 3188(MIR3188)	Homo sapiens
MIR1302-9	microRNA 1302-9(MIR1302-9)	Homo sapiens
LOC105370526	uncharacterized LOC105370526(LOC105370526)	Homo sapiens
LURAP1L	leucine rich adaptor protein 1 like(LURAP1L)	Homo sapiens
ATP8B3	ATPase phospholipid transporting 8B3(ATP8B3)	Homo sapiens
CD27	CD27 molecule(CD27)	Homo sapiens
WHRN	whirlin(WHRN)	Homo sapiens
AKR1C3	aldo-keto reductase family 1 member C3(AKR1C3)	Homo sapiens
NEU1	neuraminidase 1(NEU1)	Homo sapiens
NEK3	NIMA related kinase 3(NEK3)	Homo sapiens
M1AP	meiosis 1 associated protein(M1AP)	Homo sapiens
HYDIN2	HYDIN2, axonemal central pair apparatus protein (pseudogene)(HYDIN2)	Homo sapiens
NFIC	nuclear factor I C(NFIC)	Homo sapiens
NOL4L	nucleolar protein 4 like(NOL4L)	Homo sapiens
PBXIP1	PBX homeobox interacting protein 1(PBXIP1)	Homo sapiens
CD8A	CD8a molecule(CD8A)	Homo sapiens
NFE2L1	nuclear factor, erythroid 2 like 1(NFE2L1)	Homo sapiens
LOC100288798	uncharacterized LOC100288798(LOC100288798)	Homo sapiens
CD5	CD5 molecule(CD5)	Homo sapiens
CDC23	cell division cycle 23(CDC23)	Homo sapiens
DGAT1	diacylglycerol O-acyltransferase 1(DGAT1)	Homo sapiens
CD247	CD247 molecule(CD247)	Homo sapiens
KCNK15	potassium two pore domain channel subfamily K member 15(KCNK15)	Homo sapiens
SCOC	short coiled-coil protein(SCOC)	Homo sapiens
NF2	neurofibromin 2(NF2)	Homo sapiens
PLEKHA3	pleckstrin homology domain containing A3(PLEKHA3)	Homo sapiens
NFX1	nuclear transcription factor, X-box binding 1(NFX1)	Homo sapiens
KRT38	keratin 38(KRT38)	Homo sapiens
ZNF304	zinc finger protein 304(ZNF304)	Homo sapiens
IFFO1	intermediate filament family orphan 1(IFFO1)	Homo sapiens
BRD9	bromodomain containing 9(BRD9)	Homo sapiens
NFKBIE	NFKB inhibitor epsilon(NFKBIE)	Homo sapiens
ZSCAN18	zinc finger and SCAN domain containing 18(ZSCAN18)	Homo sapiens
A2M-AS1	A2M antisense RNA 1 (head to head)(A2M-AS1)	Homo sapiens
PLEKHG4	pleckstrin homology and RhoGEF domain containing G4(PLEKHG4)	Homo sapiens
ZNF569	zinc finger protein 569(ZNF569)	Homo sapiens
CBX8	chromobox 8(CBX8)	Homo sapiens
VAMP8	vesicle associated membrane protein 8(VAMP8)	Homo sapiens
ZNF570	zinc finger protein 570(ZNF570)	Homo sapiens
SLC25A51	solute carrier family 25 member 51(SLC25A51)	Homo sapiens
RGS20	regulator of G-protein signaling 20(RGS20)	Homo sapiens
MIR148B	microRNA 148b(MIR148B)	Homo sapiens
PACRGL	PARK2 coregulated like(PACRGL)	Homo sapiens
MIR133B	microRNA 133b(MIR133B)	Homo sapiens
PLA2G4C	phospholipase A2 group IVC(PLA2G4C)	Homo sapiens
FAM173A	family with sequence similarity 173 member A(FAM173A)	Homo sapiens
MIR429	microRNA 429(MIR429)	Homo sapiens
FAM58A	family with sequence similarity 58 member A(FAM58A)	Homo sapiens
CDH15	cadherin 15(CDH15)	Homo sapiens
C2orf27A	chromosome 2 open reading frame 27A(C2orf27A)	Homo sapiens
CDH6	cadherin 6(CDH6)	Homo sapiens
ACP7	acid phosphatase 7, tartrate resistant (putative)(ACP7)	Homo sapiens
TEX261	testis expressed 261(TEX261)	Homo sapiens
SLC26A6	solute carrier family 26 member 6(SLC26A6)	Homo sapiens
STK16	serine/threonine kinase 16(STK16)	Homo sapiens
FLJ42351	uncharacterized LOC400999(FLJ42351)	Homo sapiens
MIR328	microRNA 328(MIR328)	Homo sapiens
CDC25B	cell division cycle 25B(CDC25B)	Homo sapiens
CDC34	cell division cycle 34(CDC34)	Homo sapiens
MIR3179-2	microRNA 3179-2(MIR3179-2)	Homo sapiens
MIR4297	microRNA 4297(MIR4297)	Homo sapiens
MIR3148	microRNA 3148(MIR3148)	Homo sapiens
MIR196B	microRNA 196b(MIR196B)	Homo sapiens
DNAH1	dynein axonemal heavy chain 1(DNAH1)	Homo sapiens
TPGS1	tubulin polyglutamylase complex subunit 1(TPGS1)	Homo sapiens
NRSN1	neurensin 1(NRSN1)	Homo sapiens
NQO2	NAD(P)H quinone dehydrogenase 2(NQO2)	Homo sapiens
UNC50	unc-50 inner nuclear membrane RNA binding protein(UNC50)	Homo sapiens
MIR31HG	MIR31 host gene(MIR31HG)	Homo sapiens
CD72	CD72 molecule(CD72)	Homo sapiens
NOVA2	NOVA alternative splicing regulator 2(NOVA2)	Homo sapiens
SMIM14	small integral membrane protein 14(SMIM14)	Homo sapiens
OR2AG2	olfactory receptor family 2 subfamily AG member 2(OR2AG2)	Homo sapiens
BOLL	boule homolog, RNA binding protein(BOLL)	Homo sapiens
PCAT29	prostate cancer associated transcript 29 (non-protein coding)(PCAT29)	Homo sapiens
ABT1	activator of basal transcription 1(ABT1)	Homo sapiens
KANK2	KN motif and ankyrin repeat domains 2(KANK2)	Homo sapiens
CD59	CD59 molecule(CD59)	Homo sapiens
PAIP2B	poly(A) binding protein interacting protein 2B(PAIP2B)	Homo sapiens
PLPP2	phospholipid phosphatase 2(PLPP2)	Homo sapiens
GTSF1	gametocyte specific factor 1(GTSF1)	Homo sapiens
MIR1268A	microRNA 1268a(MIR1268A)	Homo sapiens
LOC148709	actin pseudogene(LOC148709)	Homo sapiens
PPOX	protoporphyrinogen oxidase(PPOX)	Homo sapiens
SNAR-C1	small ILF3/NF90-associated RNA C1(SNAR-C1)	Homo sapiens
BRCAT54	breast cancer-associated transcript 54(BRCAT54)	Homo sapiens
KIAA0513	KIAA0513(KIAA0513)	Homo sapiens
SLC35A4	solute carrier family 35 member A4(SLC35A4)	Homo sapiens
CCDC97	coiled-coil domain containing 97(CCDC97)	Homo sapiens
LCLAT1	lysocardiolipin acyltransferase 1(LCLAT1)	Homo sapiens
LILRP2	leukocyte immunoglobulin-like receptor pseudogene 2(LILRP2)	Homo sapiens
DLGAP5	DLG associated protein 5(DLGAP5)	Homo sapiens
SNAR-C5	small ILF3/NF90-associated RNA C5(SNAR-C5)	Homo sapiens
ANXA2R	annexin A2 receptor(ANXA2R)	Homo sapiens
HSD17B7	hydroxysteroid 17-beta dehydrogenase 7(HSD17B7)	Homo sapiens
CHD4	chromodomain helicase DNA binding protein 4(CHD4)	Homo sapiens
MIR1909	microRNA 1909(MIR1909)	Homo sapiens
ISYNA1	inositol-3-phosphate synthase 1(ISYNA1)	Homo sapiens
BLOC1S4	biogenesis of lysosomal organelles complex 1 subunit 4(BLOC1S4)	Homo sapiens
ATG13	autophagy related 13(ATG13)	Homo sapiens
SNAR-C2	small ILF3/NF90-associated RNA C2(SNAR-C2)	Homo sapiens
SNAR-A10	small ILF3/NF90-associated RNA A10(SNAR-A10)	Homo sapiens
MIR1324	microRNA 1324(MIR1324)	Homo sapiens
CHRM4	cholinergic receptor muscarinic 4(CHRM4)	Homo sapiens
GPR89A	G protein-coupled receptor 89A(GPR89A)	Homo sapiens
SETD1A	SET domain containing 1A(SETD1A)	Homo sapiens
C5orf22	chromosome 5 open reading frame 22(C5orf22)	Homo sapiens
RAB12	RAB12, member RAS oncogene family(RAB12)	Homo sapiens
MAPKAP1	mitogen-activated protein kinase associated protein 1(MAPKAP1)	Homo sapiens
CHUK	conserved helix-loop-helix ubiquitous kinase(CHUK)	Homo sapiens
CHRNG	cholinergic receptor nicotinic gamma subunit(CHRNG)	Homo sapiens
LOC100506639	uncharacterized LOC100506639(LOC100506639)	Homo sapiens
POU1F1	POU class 1 homeobox 1(POU1F1)	Homo sapiens
NPFFR1	neuropeptide FF receptor 1(NPFFR1)	Homo sapiens
CHRND	cholinergic receptor nicotinic delta subunit(CHRND)	Homo sapiens
POR	cytochrome p450 oxidoreductase(POR)	Homo sapiens
ZBTB7C	zinc finger and BTB domain containing 7C(ZBTB7C)	Homo sapiens
ZNF160	zinc finger protein 160(ZNF160)	Homo sapiens
CHMP5	charged multivesicular body protein 5(CHMP5)	Homo sapiens
TBC1D19	TBC1 domain family member 19(TBC1D19)	Homo sapiens
POLRMT	RNA polymerase mitochondrial(POLRMT)	Homo sapiens
POLR2L	RNA polymerase II subunit L(POLR2L)	Homo sapiens
POLR2D	RNA polymerase II subunit D(POLR2D)	Homo sapiens
MELK	maternal embryonic leucine zipper kinase(MELK)	Homo sapiens
OTULIN	OTU deubiquitinase with linear linkage specificity(OTULIN)	Homo sapiens
POLR2F	RNA polymerase II subunit F(POLR2F)	Homo sapiens
ZNF331	zinc finger protein 331(ZNF331)	Homo sapiens
PPHLN1	periphilin 1(PPHLN1)	Homo sapiens
FER1L6-AS2	FER1L6 antisense RNA 2(FER1L6-AS2)	Homo sapiens
PSMG4	proteasome assembly chaperone 4(PSMG4)	Homo sapiens
GEMIN8P4	gem nuclear organelle associated protein 8 pseudogene 4(GEMIN8P4)	Homo sapiens
NCBP3	nuclear cap binding subunit 3(NCBP3)	Homo sapiens
TMEM14C	transmembrane protein 14C(TMEM14C)	Homo sapiens
POLD1	DNA polymerase delta 1, catalytic subunit(POLD1)	Homo sapiens
POLD2	DNA polymerase delta 2, accessory subunit(POLD2)	Homo sapiens
LINC01182	long intergenic non-protein coding RNA 1182(LINC01182)	Homo sapiens
MRPL45P2	mitochondrial ribosomal protein L45 pseudogene 2(MRPL45P2)	Homo sapiens
CDKN1B	cyclin dependent kinase inhibitor 1B(CDKN1B)	Homo sapiens
CDKN2A	cyclin dependent kinase inhibitor 2A(CDKN2A)	Homo sapiens
CDKN2B	cyclin dependent kinase inhibitor 2B(CDKN2B)	Homo sapiens
SCOC-AS1	SCOC antisense RNA 1(SCOC-AS1)	Homo sapiens
LOC101929076	uncharacterized LOC101929076(LOC101929076)	Homo sapiens
ZNF557	zinc finger protein 557(ZNF557)	Homo sapiens
RUSC2	RUN and SH3 domain containing 2(RUSC2)	Homo sapiens
MIR1227	microRNA 1227(MIR1227)	Homo sapiens
PIK3CD-AS2	PIK3CD antisense RNA 2(PIK3CD-AS2)	Homo sapiens
ZCCHC17	zinc finger CCHC-type containing 17(ZCCHC17)	Homo sapiens
MIR1302-2	microRNA 1302-2(MIR1302-2)	Homo sapiens
LINC01447	long intergenic non-protein coding RNA 1447(LINC01447)	Homo sapiens
SEPT5	septin 5(SEPT5)	Homo sapiens
FAHD2CP	fumarylacetoacetate hydrolase domain containing 2C, pseudogene(FAHD2CP)	Homo sapiens
PRSS53	protease, serine 53(PRSS53)	Homo sapiens
NUP50-AS1	NUP50 antisense RNA 1 (head to head)(NUP50-AS1)	Homo sapiens
CTXN1	cortexin 1(CTXN1)	Homo sapiens
RNF219-AS1	RNF219 antisense RNA 1(RNF219-AS1)	Homo sapiens
EBLN3P	endogenous Bornavirus-like nucleoprotein 3, pseudogene(EBLN3P)	Homo sapiens
ZNF343	zinc finger protein 343(ZNF343)	Homo sapiens
RPL23AP82	ribosomal protein L23a pseudogene 82(RPL23AP82)	Homo sapiens
ATP13A5-AS1	ATP13A5 antisense RNA 1(ATP13A5-AS1)	Homo sapiens
ZNF280A	zinc finger protein 280A(ZNF280A)	Homo sapiens
FAM210A	family with sequence similarity 210 member A(FAM210A)	Homo sapiens
SPINK6	serine peptidase inhibitor, Kazal type 6(SPINK6)	Homo sapiens
IRX1	iroquois homeobox 1(IRX1)	Homo sapiens
TRMT44	tRNA methyltransferase 44 homolog (S. cerevisiae)(TRMT44)	Homo sapiens
JMJD8	jumonji domain containing 8(JMJD8)	Homo sapiens
RAB43	RAB43, member RAS oncogene family(RAB43)	Homo sapiens
LOC100506691	uncharacterized LOC100506691(LOC100506691)	Homo sapiens
FSD1	fibronectin type III and SPRY domain containing 1(FSD1)	Homo sapiens
PSPN	persephin(PSPN)	Homo sapiens
PIAS4	protein inhibitor of activated STAT 4(PIAS4)	Homo sapiens
DCAF10	DDB1 and CUL4 associated factor 10(DCAF10)	Homo sapiens
PRLR	prolactin receptor(PRLR)	Homo sapiens
SV2A	synaptic vesicle glycoprotein 2A(SV2A)	Homo sapiens
PRPH	peripherin(PRPH)	Homo sapiens
PROC	protein C, inactivator of coagulation factors Va and VIIIa(PROC)	Homo sapiens
SRRT	serrate, RNA effector molecule(SRRT)	Homo sapiens
PGM5P3-AS1	PGM5P3 antisense RNA 1(PGM5P3-AS1)	Homo sapiens
DENND4B	DENN domain containing 4B(DENND4B)	Homo sapiens
MAP2K5	mitogen-activated protein kinase kinase 5(MAP2K5)	Homo sapiens
LOC100129931	uncharacterized LOC100129931(LOC100129931)	Homo sapiens
MLKL	mixed lineage kinase domain like(MLKL)	Homo sapiens
NAV2-AS2	NAV2 antisense RNA 2(NAV2-AS2)	Homo sapiens
NCAPD2	non-SMC condensin I complex subunit D2(NCAPD2)	Homo sapiens
MIR668	microRNA 668(MIR668)	Homo sapiens
OXCT1-AS1	OXCT1 antisense RNA 1(OXCT1-AS1)	Homo sapiens
ATP2C2	ATPase secretory pathway Ca2+ transporting 2(ATP2C2)	Homo sapiens
PRKCZ	protein kinase C zeta(PRKCZ)	Homo sapiens
NBAT1	neuroblastoma associated transcript 1(NBAT1)	Homo sapiens
KIAA0319	KIAA0319(KIAA0319)	Homo sapiens
MIR1302-6	microRNA 1302-6(MIR1302-6)	Homo sapiens
MIR1284	microRNA 1284(MIR1284)	Homo sapiens
YPEL5	yippee like 5(YPEL5)	Homo sapiens
PRKCD	protein kinase C delta(PRKCD)	Homo sapiens
MIR1183	microRNA 1183(MIR1183)	Homo sapiens
OPN1MW3	opsin 1 (cone pigments), medium-wave-sensitive 3(OPN1MW3)	Homo sapiens
ANKRD18A	ankyrin repeat domain 18A(ANKRD18A)	Homo sapiens
MIR1273A	microRNA 1273a(MIR1273A)	Homo sapiens
RASD1	ras related dexamethasone induced 1(RASD1)	Homo sapiens
HS3ST1	heparan sulfate-glucosamine 3-sulfotransferase 1(HS3ST1)	Homo sapiens
MVP	major vault protein(MVP)	Homo sapiens
MSX2P1	msh homeobox 2 pseudogene 1(MSX2P1)	Homo sapiens
STYXL1	serine/threonine/tyrosine interacting like 1(STYXL1)	Homo sapiens
CKS1B	CDC28 protein kinase regulatory subunit 1B(CKS1B)	Homo sapiens
PRKAA1	protein kinase AMP-activated catalytic subunit alpha 1(PRKAA1)	Homo sapiens
LINC01460	long intergenic non-protein coding RNA 1460(LINC01460)	Homo sapiens
TRIM36	tripartite motif containing 36(TRIM36)	Homo sapiens
NUP153	nucleoporin 153(NUP153)	Homo sapiens
FEM1A	fem-1 homolog A(FEM1A)	Homo sapiens
PPT2-EGFL8	PPT2-EGFL8 readthrough (NMD candidate)(PPT2-EGFL8)	Homo sapiens
AP2S1	adaptor related protein complex 2 sigma 1 subunit(AP2S1)	Homo sapiens
SLC44A5	solute carrier family 44 member 5(SLC44A5)	Homo sapiens
CLCN1	chloride voltage-gated channel 1(CLCN1)	Homo sapiens
MIR1256	microRNA 1256(MIR1256)	Homo sapiens
ZNF197-AS1	ZNF197 antisense RNA 1(ZNF197-AS1)	Homo sapiens
LINC00840	long intergenic non-protein coding RNA 840(LINC00840)	Homo sapiens
ZBTB5	zinc finger and BTB domain containing 5(ZBTB5)	Homo sapiens
PPP4C	protein phosphatase 4 catalytic subunit(PPP4C)	Homo sapiens
PPP2R5D	protein phosphatase 2 regulatory subunit B'delta(PPP2R5D)	Homo sapiens
CLIC1	chloride intracellular channel 1(CLIC1)	Homo sapiens
NUCB1-AS1	NUCB1 antisense RNA 1(NUCB1-AS1)	Homo sapiens
SMIM20	small integral membrane protein 20(SMIM20)	Homo sapiens
PEBP4	phosphatidylethanolamine binding protein 4(PEBP4)	Homo sapiens
MEX3D	mex-3 RNA binding family member D(MEX3D)	Homo sapiens
FAM102A	family with sequence similarity 102 member A(FAM102A)	Homo sapiens
PPP1R10	protein phosphatase 1 regulatory subunit 10(PPP1R10)	Homo sapiens
CLTA	clathrin light chain A(CLTA)	Homo sapiens
DPEP2	dipeptidase 2(DPEP2)	Homo sapiens
WDR1	WD repeat domain 1(WDR1)	Homo sapiens
SNAR-A6	small ILF3/NF90-associated RNA A6(SNAR-A6)	Homo sapiens
ZCCHC8	zinc finger CCHC-type containing 8(ZCCHC8)	Homo sapiens
CATSPERD	cation channel sperm associated auxiliary subunit delta(CATSPERD)	Homo sapiens
SNAR-A4	small ILF3/NF90-associated RNA A4(SNAR-A4)	Homo sapiens
PGF	placental growth factor(PGF)	Homo sapiens
SNAR-A8	small ILF3/NF90-associated RNA A8(SNAR-A8)	Homo sapiens
OTUD5	OTU deubiquitinase 5(OTUD5)	Homo sapiens
SNAR-A7	small ILF3/NF90-associated RNA A7(SNAR-A7)	Homo sapiens
SNAR-A5	small ILF3/NF90-associated RNA A5(SNAR-A5)	Homo sapiens
SNAR-A9	small ILF3/NF90-associated RNA A9(SNAR-A9)	Homo sapiens
C15orf38-AP3S2	C15orf38-AP3S2 readthrough(C15orf38-AP3S2)	Homo sapiens
SNAR-A11	small ILF3/NF90-associated RNA A11(SNAR-A11)	Homo sapiens
MED29	mediator complex subunit 29(MED29)	Homo sapiens
LINC01556	long intergenic non-protein coding RNA 1556(LINC01556)	Homo sapiens
ZNF219	zinc finger protein 219(ZNF219)	Homo sapiens
CHAF1A	chromatin assembly factor 1 subunit A(CHAF1A)	Homo sapiens
HIF3A	hypoxia inducible factor 3 alpha subunit(HIF3A)	Homo sapiens
JAKMIP1	janus kinase and microtubule interacting protein 1(JAKMIP1)	Homo sapiens
UNC5CL	unc-5 family C-terminal like(UNC5CL)	Homo sapiens
TSPO2	translocator protein 2(TSPO2)	Homo sapiens
CARMIL1	capping protein regulator and myosin 1 linker 1(CARMIL1)	Homo sapiens
INSL5	insulin like 5(INSL5)	Homo sapiens
ZNF799	zinc finger protein 799(ZNF799)	Homo sapiens
FRAT1	frequently rearranged in advanced T-cell lymphomas 1(FRAT1)	Homo sapiens
GNE	glucosamine (UDP-N-acetyl)-2-epimerase/N-acetylmannosamine kinase(GNE)	Homo sapiens
ZNF48	zinc finger protein 48(ZNF48)	Homo sapiens
RXFP4	relaxin/insulin like family peptide receptor 4(RXFP4)	Homo sapiens
ZNF821	zinc finger protein 821(ZNF821)	Homo sapiens
MRPL51	mitochondrial ribosomal protein L51(MRPL51)	Homo sapiens
CRMP1	collapsin response mediator protein 1(CRMP1)	Homo sapiens
LOC101929237	uncharacterized LOC101929237(LOC101929237)	Homo sapiens
KLHL17	kelch like family member 17(KLHL17)	Homo sapiens
CRIP1	cysteine rich protein 1(CRIP1)	Homo sapiens
ZNF700	zinc finger protein 700(ZNF700)	Homo sapiens
MRPL37	mitochondrial ribosomal protein L37(MRPL37)	Homo sapiens
ENOSF1	enolase superfamily member 1(ENOSF1)	Homo sapiens
FAM178B	family with sequence similarity 178 member B(FAM178B)	Homo sapiens
PEX6	peroxisomal biogenesis factor 6(PEX6)	Homo sapiens
PER1	period circadian clock 1(PER1)	Homo sapiens
SHISA5	shisa family member 5(SHISA5)	Homo sapiens
LOC100294362	uncharacterized LOC100294362(LOC100294362)	Homo sapiens
PFKFB3	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3(PFKFB3)	Homo sapiens
CASP8AP2	caspase 8 associated protein 2(CASP8AP2)	Homo sapiens
PFKL	phosphofructokinase, liver type(PFKL)	Homo sapiens
SNAR-A3	small ILF3/NF90-associated RNA A3(SNAR-A3)	Homo sapiens
LOC101929227	uncharacterized LOC101929227(LOC101929227)	Homo sapiens
THOC1	THO complex 1(THOC1)	Homo sapiens
PFDN1	prefoldin subunit 1(PFDN1)	Homo sapiens
CR1	complement C3b/C4b receptor 1 (Knops blood group)(CR1)	Homo sapiens
LINC00102	long intergenic non-protein coding RNA 102(LINC00102)	Homo sapiens
LINC01317	long intergenic non-protein coding RNA 1317(LINC01317)	Homo sapiens
CTDSP2	CTD small phosphatase 2(CTDSP2)	Homo sapiens
SLC25A34	solute carrier family 25 member 34(SLC25A34)	Homo sapiens
RNF126	ring finger protein 126(RNF126)	Homo sapiens
MYPOP	Myb related transcription factor, partner of profilin(MYPOP)	Homo sapiens
LOC101929331	uncharacterized LOC101929331(LOC101929331)	Homo sapiens
BLOC1S5-TXNDC5	BLOC1S5-TXNDC5 readthrough (NMD candidate)(BLOC1S5-TXNDC5)	Homo sapiens
ZSCAN23	zinc finger and SCAN domain containing 23(ZSCAN23)	Homo sapiens
NHP2	NHP2 ribonucleoprotein(NHP2)	Homo sapiens
TOB2P1	transducer of ERBB2, 2 pseudogene 1(TOB2P1)	Homo sapiens
PDGFRB	platelet derived growth factor receptor beta(PDGFRB)	Homo sapiens
SEPT5-GP1BB	SEPT5-GP1BB readthrough(SEPT5-GP1BB)	Homo sapiens
NLRP2	NLR family pyrin domain containing 2(NLRP2)	Homo sapiens
CEND1	cell cycle exit and neuronal differentiation 1(CEND1)	Homo sapiens
PDGFRA	platelet derived growth factor receptor alpha(PDGFRA)	Homo sapiens
PEG3	paternally expressed 3(PEG3)	Homo sapiens
MAPKAPK5-AS1	MAPKAPK5 antisense RNA 1(MAPKAPK5-AS1)	Homo sapiens
RAET1E	retinoic acid early transcript 1E(RAET1E)	Homo sapiens
COL6A3	collagen type VI alpha 3 chain(COL6A3)	Homo sapiens
ARPC4	actin related protein 2/3 complex subunit 4(ARPC4)	Homo sapiens
CDC37L1	cell division cycle 37 like 1(CDC37L1)	Homo sapiens
PDCD7	programmed cell death 7(PDCD7)	Homo sapiens
PQBP1	polyglutamine binding protein 1(PQBP1)	Homo sapiens
UBAP1	ubiquitin associated protein 1(UBAP1)	Homo sapiens
SNUPN	snurportin 1(SNUPN)	Homo sapiens
LOC105370888	uncharacterized LOC105370888(LOC105370888)	Homo sapiens
MMS22L	MMS22 like, DNA repair protein(MMS22L)	Homo sapiens
SLC39A4	solute carrier family 39 member 4(SLC39A4)	Homo sapiens
COX6B1	cytochrome c oxidase subunit 6B1(COX6B1)	Homo sapiens
PNRC2	proline rich nuclear receptor coactivator 2(PNRC2)	Homo sapiens
MAPT-IT1	MAPT intronic transcript 1(MAPT-IT1)	Homo sapiens
TSSC4	tumor suppressing subtransferable candidate 4(TSSC4)	Homo sapiens
ZNF326	zinc finger protein 326(ZNF326)	Homo sapiens
CWF19L2	CWF19-like 2, cell cycle control (S. pombe)(CWF19L2)	Homo sapiens
CDK16	cyclin dependent kinase 16(CDK16)	Homo sapiens
STAP2	signal transducing adaptor family member 2(STAP2)	Homo sapiens
ADAMTSL5	ADAMTS like 5(ADAMTSL5)	Homo sapiens
ABCC5	ATP binding cassette subfamily C member 5(ABCC5)	Homo sapiens
